N	Total Time	Average CPE
1125	19155	17.03
1126	19029	16.90
1127	18657	16.55
1128	18931	16.78
1129	19134	16.95
1130	19088	16.89
1131	19239	17.01
1132	18713	16.53
1133	18884	16.67
1134	20191	17.81
1135	19946	17.57
1136	19163	16.87
1137	19559	17.20
1138	18714	16.44
1139	19479	17.10
1140	35653	31.27
1141	19559	17.14
1142	20066	17.57
1143	18922	16.55
1144	19218	16.80
1145	19189	16.76
1146	19261	16.81
1147	19057	16.61
1148	19358	16.86
1149	19707	17.15
1150	19384	16.86
1151	19384	16.84
1152	19271	16.73
1153	20154	17.48
1154	19921	17.26
1155	19416	16.81
1156	19585	16.94
1157	19395	16.76
1158	20431	17.64
1159	19147	16.52
1160	37447	32.28
1161	19649	16.92
1162	20222	17.40
1163	19841	17.06
1164	19222	16.51
1165	19883	17.07
1166	19832	17.01
1167	20627	17.68
1168	19855	17.00
1169	19496	16.68
1170	19716	16.85
1171	20122	17.18
1172	19701	16.81
1173	19702	16.80
1174	20354	17.34
1175	19749	16.81
1176	19889	16.91
1177	19913	16.92
1178	19593	16.63
1179	31300	26.55
1180	36733	31.13
1181	20111	17.03
1182	24943	21.10
1183	19907	16.83
1184	19784	16.71
1185	20197	17.04
1186	20691	17.45
1187	19768	16.65
1188	19997	16.83
1189	20826	17.52
1190	21429	18.01
1191	19723	16.56
1192	20801	17.45
1193	20191	16.92
1194	19509	16.34
1195	19728	16.51
1196	20257	16.94
1197	20044	16.75
1198	20289	16.94
1199	19976	16.66
1200	53934	44.95
1201	35155	29.27
1202	20631	17.16
1203	20417	16.97
1204	20584	17.10
1205	20782	17.25
1206	20547	17.04
1207	21289	17.64
1208	20313	16.82
1209	19849	16.42
1210	20799	17.19
1211	20708	17.10
1212	20137	16.61
1213	20598	16.98
1214	20648	17.01
1215	20541	16.91
1216	20581	16.93
1217	20783	17.08
1218	20858	17.12
1219	20273	16.63
1220	37461	30.71
1221	20586	16.86
1222	21304	17.43
1223	20685	16.91
1224	20374	16.65
1225	21258	17.35
1226	21376	17.44
1227	20754	16.91
1228	20995	17.10
1229	20541	16.71
1230	20813	16.92
1231	20660	16.78
1232	20699	16.80
1233	20561	16.68
1234	20564	16.66
1235	21019	17.02
1236	20659	16.71
1237	21088	17.05
1238	20782	16.79
1239	21270	17.17
1240	37859	30.53
1241	20940	16.87
1242	21902	17.63
1243	20984	16.88
1244	21494	17.28
1245	21349	17.15
1246	21250	17.05
1247	21064	16.89
1248	21038	16.86
1249	21157	16.94
1250	30344	24.28
1251	32088	25.65
1252	22572	18.03
1253	21678	17.30
1254	22470	17.92
1255	20560	16.38
1256	21035	16.75
1257	21004	16.71
1258	43478	34.56
1259	22001	17.47
1260	39892	31.66
1261	21941	17.40
1262	22196	17.59
1263	21438	16.97
1264	21726	17.19
1265	22112	17.48
1266	23974	18.94
1267	22083	17.43
1268	22907	18.07
1269	21499	16.94
1270	23123	18.21
1271	21974	17.29
1272	21765	17.11
1273	22279	17.50
