N	Total Time	Average CPE
1091	495479	454.15
1092	500321	458.17
1093	497126	454.83
1094	496286	453.64
1095	501247	457.76
1096	497229	453.68
1097	498337	454.27
1098	500270	455.62
1099	500091	455.04
1100	503240	457.49
1101	502346	456.26
1102	508237	461.20
1103	502178	455.28
1104	502724	455.37
1105	506320	458.21
1106	505297	456.87
1107	511831	462.36
1108	506340	456.99
1109	507366	457.50
1110	509503	459.01
1111	511022	459.97
1112	514285	462.49
1113	514592	462.35
1114	513831	461.25
1115	513649	460.67
1116	512950	459.63
1117	518935	464.58
1118	520128	465.23
1119	517421	462.40
1120	519487	463.83
1121	519389	463.33
1122	533327	475.34
1123	527350	469.59
1124	523517	465.76
1125	523048	464.93
1126	526473	467.56
1127	523896	464.86
1128	526743	466.97
1129	533077	472.17
1130	528586	467.78
1131	537741	475.46
1132	532307	470.24
1133	537566	474.46
1134	533515	470.47
1135	538267	474.24
1136	541448	476.63
1137	535170	470.69
1138	534152	469.38
1139	538236	472.55
1140	543442	476.70
1141	536628	470.31
1142	540439	473.24
1143	538263	470.92
1144	542257	474.00
1145	546366	477.18
1146	541419	472.44
1147	544716	474.90
1148	544634	474.42
1149	545693	474.93
1150	548327	476.81
1151	548318	476.38
1152	547062	474.88
1153	547825	475.13
1154	555504	481.37
1155	550212	476.37
1156	550498	476.21
1157	551038	476.26
1158	554993	479.27
1159	552452	476.66
1160	553246	476.94
1161	555339	478.33
1162	559509	481.51
1163	566675	487.25
1164	561866	482.70
1165	558574	479.46
1166	559178	479.57
1167	566100	485.09
1168	562970	481.99
1169	562807	481.44
1170	563368	481.51
1171	568468	485.46
1172	567410	484.14
1173	567322	483.65
1174	567651	483.52
1175	569135	484.37
1176	571439	485.92
1177	570858	485.01
1178	569087	483.10
1179	573693	486.59
1180	576264	488.36
1181	575206	487.05
1182	575291	486.71
1183	573291	484.61
1184	577240	487.53
1185	581450	490.68
1186	578299	487.60
1187	580101	488.71
1188	580566	488.69
1189	585174	492.16
1190	585833	492.30
1191	589747	495.17
1192	583639	489.63
1193	587583	492.53
1194	584165	489.25
1195	587982	492.04
1196	586144	490.09
1197	588559	491.70
1198	592286	494.40
1199	588893	491.15
1200	590807	492.34
1201	592261	493.14
1202	617408	513.65
1203	599383	498.24
1204	597967	496.65
1205	608814	505.24
1206	597146	495.15
1207	600617	497.61
1208	597265	494.42
1209	605043	500.45
1210	600070	495.93
1211	605018	499.60
1212	601819	496.55
1213	610732	503.49
1214	603335	496.98
1215	607574	500.06
1216	604770	497.34
1217	608787	500.24
1218	606664	498.08
1219	610597	500.90
1220	609881	499.90
1221	614892	503.60
1222	616374	504.40
1223	614741	502.65
1224	613870	501.53
1225	618569	504.95
1226	616209	502.62
1227	616057	502.08
1228	627975	511.38
1229	620813	505.14
1230	621222	505.06
1231	621139	504.58
1232	622787	505.51
1233	625823	507.56
1234	622696	504.62
1235	626107	506.97
1236	624775	505.48
1237	634710	513.10
1238	627368	506.76
1239	627255	506.26
1240	627012	505.65
1241	661626	533.14
1242	652037	524.99
1243	648080	521.38
1244	629040	505.66
1245	643636	516.98
1246	637729	511.82
1247	637426	511.17
1248	634844	508.69
1249	643627	515.31
1250	637093	509.67
1251	646205	516.55
1252	665176	531.29
1253	681538	543.92
1254	640850	511.04
1255	643646	512.87
1256	843800	671.82
1257	652740	519.28
1258	651664	518.02
1259	654830	520.12
1260	647615	513.98
1261	656460	520.59
1262	664635	526.65
1263	655019	518.62
1264	653396	516.93
1265	662250	523.52
1266	664162	524.61
1267	660632	521.41
1268	657099	518.22
1269	655820	516.80
1270	661814	521.11
1271	656572	516.58
1272	661284	519.88
1273	658723	517.46
1274	667027	523.57
1275	661114	518.52
1276	664042	520.41
1277	662269	518.61
1278	670533	524.67
1279	664499	519.55
1280	666532	520.73
1281	672537	525.01
1282	668786	521.67
1283	671220	523.16
1284	669172	521.16
1285	676180	526.21
1286	670754	521.58
1287	673580	523.37
1288	672564	522.18
1289	678026	526.01
1290	675653	523.76
1291	682798	528.89
1292	677425	524.32
1293	685278	529.99
1294	679830	525.37
1295	679501	524.71
1296	684646	528.28
1297	682550	526.25
1298	684002	526.97
1299	685089	527.40
1300	691295	531.77
1301	685233	526.70
1302	691062	530.77
1303	690872	530.22
1304	711808	545.87
1305	696858	533.99
1306	703396	538.59
1307	705241	539.59
1308	696252	532.30
1309	711199	543.31
1310	698859	533.48
1311	700676	534.46
1312	707644	539.36
1313	709802	540.60
1314	707758	538.63
1315	701903	533.77
1316	708563	538.42
1317	704469	534.90
1318	709086	538.00
1319	707967	536.75
1320	714776	541.50
1321	710946	538.19
1322	711354	538.09
1323	712404	538.48
1324	774932	585.30
1325	723861	546.31
1326	712790	537.55
1327	714434	538.38
1328	719199	541.57
1329	713695	537.02
1330	719945	541.31
1331	717405	539.00
1332	721845	541.93
1333	720684	540.65
1334	719740	539.54
1335	724284	542.53
1336	722055	540.46
1337	724879	542.17
1338	724645	541.59
1339	728077	543.75
1340	728585	543.72
1341	726836	542.01
1342	731398	545.01
1343	738904	550.19
1344	735802	547.47
1345	731380	543.78
1346	735806	546.66
1347	740308	549.60
1348	734624	544.97
1349	738914	547.75
1350	740416	548.46
1351	739283	547.21
1352	739168	546.72
1353	740308	547.16
1354	745933	550.91
1355	741851	547.49
1356	744250	548.86
1357	749223	552.12
1358	744500	548.23
1359	748481	550.76
1360	746754	549.08
1361	753519	553.65
1362	753896	553.52
1363	751548	551.39
1364	753565	552.47
1365	752709	551.44
1366	754937	552.66
1367	759639	555.70
1368	759367	555.09
1369	765794	559.38
1370	768959	561.28
1371	758695	553.39
1372	765506	557.95
1373	767158	558.75
1374	766316	557.73
1375	769379	559.55
1376	764900	555.89
1377	785520	570.46
1378	794966	576.90
1379	771653	559.57
1380	771578	559.11
1381	778165	563.48
1382	773749	559.88
1383	775290	560.59
1384	774278	559.45
1385	777237	561.18
1386	776103	559.96
1387	780372	562.63
1388	781572	563.09
1389	802489	577.75
1390	791050	569.10
1391	786898	565.71
1392	800623	575.16
1393	792782	569.12
1394	785165	563.25
1395	799954	573.44
1396	806841	577.97
1397	801164	573.49
1398	796491	569.74
1399	796894	569.62
1400	810439	578.88
1401	802331	572.68
1402	802451	572.36
